Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2018,64,108102,108102,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Queen Street Foodstore,"Shop 1, 200 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,26,144.960469742,-37.81352286,"-37.81352286, 144.960469742"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Charlie & Co,"Shop 360, 287 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Chokolait,"Shop 342, 287 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,65,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Din Tai Fung,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,200,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kyo Teahouse,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,105698,105698,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Ramen Ya,287 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,59,144.96383862,-37.812452,"-37.812452, 144.96383862"
2018,65,109289,109289,258-264 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),8 Bit,"Part Gnd & Bmt , 231 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.964839521,-37.8125239,"-37.8125239, 144.964839521"
2018,65,109290,109290,237 Swanston Street MELBOURNE 3000,Melbourne (CBD),Tina's Noodle Kitchen,237 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.964804327,-37.81244693,"-37.81244693, 144.964804327"
2018,65,109292,109292,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Lounge,"Level 1, 243-249 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,118,144.964736482,-37.81230108,"-37.81230108, 144.964736482"
2018,65,109292,109292,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Lounge,"Level 1, 243-249 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,64,144.964736482,-37.81230108,"-37.81230108, 144.964736482"
2018,65,109297,109297,265-267 Swanston Street MELBOURNE 3000,Melbourne (CBD),Nelayan,265-267 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,62,144.964602123,-37.81201046,"-37.81201046, 144.964602123"
2018,65,109299,109299,271 Swanston Street MELBOURNE 3000,Melbourne (CBD),OPPA (Korean Kitchen),271 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.964550958,-37.81190136,"-37.81190136, 144.964550958"
2018,66,105688,105688,197 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tsindos Greek Restaurant,"Gnd & Flr1 , 197 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.966576514,-37.81128456,"-37.81128456, 144.966576514"
2018,66,105694,105694,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Touche Hombre,237 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.965548057,-37.81158031,"-37.81158031, 144.965548057"
2018,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),By Korea,"Unit 1, Ground , 15 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.965602986,-37.81213633,"-37.81213633, 144.965602986"
2018,66,105881,105881,214-216 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Mao Please,214-216 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.966217763,-37.81204327,"-37.81204327, 144.966217763"
2018,66,105885,105885,204 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Ling Nam Chinese Restaurant,204 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.966540837,-37.81199247,"-37.81199247, 144.966540837"
2018,66,105890,105890,172-176 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Jin Dumpling And Noodle House,172-176 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.967130013,-37.8118553,"-37.8118553, 144.967130013"
2018,66,108548,108548,205-207 Russell Street MELBOURNE 3000,Melbourne (CBD),Sweetie And Moustache Dessert Lounge,"Floor 3, 207 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.967298431,-37.81169848,"-37.81169848, 144.967298431"
2018,66,108552,108552,221-223 Russell Street MELBOURNE 3000,Melbourne (CBD),Ma Lu Bian Bian Hot Pot,221 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.967166729,-37.81140869,"-37.81140869, 144.967166729"
2018,66,109396,109396,240 Swanston Street MELBOURNE 3000,Melbourne (CBD),Spicy Noodle Queen,240 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.96537746,-37.8122233,"-37.8122233, 144.96537746"
2018,66,109397,109397,230-238 Swanston Street MELBOURNE 3000,Melbourne (CBD),Belleville,"Level 1, 234 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,130,144.965426553,-37.8123299,"-37.8123299, 144.965426553"
2018,66,109953,109953,11-15 Waratah Place MELBOURNE 3000,Melbourne (CBD),Hot Space,"Ground , 11-15 Waratah Place MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,54,144.966936467,-37.81150382,"-37.81150382, 144.966936467"
2018,66,520597,520597,234 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Yang's Braised Chicken Rice,234 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.965872687,-37.81222127,"-37.81222127, 144.965872687"
2018,66,659716,659716,229 Russell Street MELBOURNE 3000,Melbourne (CBD),Six Po Hot Pot,229 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.967115196,-37.81129522,"-37.81129522, 144.967115196"
2018,66,659717,659717,225 Russell Street MELBOURNE 3000,Melbourne (CBD),Shujinko,225 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,48,144.967136249,-37.81134264,"-37.81134264, 144.967136249"
2018,67,102047,102047,11-17 Cohen Place MELBOURNE 3000,Melbourne (CBD),Tea House At Chinatown,"Ground , 11-17 Cohen Place MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.968915202,-37.81104301,"-37.81104301, 144.968915202"
2018,67,105674,105674,107-111 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Pomodoro Sardo,"Gnd & Bmt , 111 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.969119434,-37.81053336,"-37.81053336, 144.969119434"
2018,67,105678,105678,123-129 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafe Caledonia,"Part Ground , 123 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.968676942,-37.81072687,"-37.81072687, 144.968676942"
2018,67,105682,105682,149-155 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Dainty Sichuan Food,149-155 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,250,144.968017399,-37.81090617,"-37.81090617, 144.968017399"
2018,67,105683,105683,157-159 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kokoro Ramen,157-159 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,59,144.967862739,-37.81093607,"-37.81093607, 144.967862739"
2018,67,105892,105892,124-126 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Golden Orchid Restaurant,"Part Gnd & Mezz , 126 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.968760116,-37.81131219,"-37.81131219, 144.968760116"
2018,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Nihonshu Shochu & Sake Bar,163 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.967644371,-37.81098272,"-37.81098272, 144.967644371"
2018,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,165 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.967644371,-37.81098272,"-37.81098272, 144.967644371"
2018,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Famous Hot Pot,150 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,52,144.967994747,-37.81132789,"-37.81132789, 144.967994747"
2018,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Home Kitchen & Bar,"Restaurant , Level 1, 222 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.967994747,-37.81132789,"-37.81132789, 144.967994747"
2018,67,110702,110701,28 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Yamato Japanese Restaurant,28 Corrs Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.968152933,-37.81081665,"-37.81081665, 144.968152933"
2018,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Secret Kitchen,"Part Gnd & Mezz , 222 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,300,144.970496185,-37.81055707,"-37.81055707, 144.970496185"
2018,68,105672,105672,53-57 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kenny's Bakery Cafe,53-55 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.970714921,-37.81005686,"-37.81005686, 144.970714921"
2018,68,105672,105672,53-57 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kenny's Bakery Cafe,53-55 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.970714921,-37.81005686,"-37.81005686, 144.970714921"
2018,68,105900,105900,40-46 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Longrain Melbourne,40-46 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.971182972,-37.81058999,"-37.81058999, 144.971182972"
2018,68,105901,105901,24-38 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafe Le Petite Bourke Patisserie,"Shop 3, Ground , 24-38 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,27,144.971413804,-37.81033978,"-37.81033978, 144.971413804"
2018,68,108989,108989,199-207 Spring Street MELBOURNE 3000,Melbourne (CBD),Father John Cafe,"Shop 1, 201 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,18,144.972059425,-37.81012699,"-37.81012699, 144.972059425"
2018,68,108989,108989,199-207 Spring Street MELBOURNE 3000,Melbourne (CBD),Father John Cafe,"Shop 1, 201 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.972059425,-37.81012699,"-37.81012699, 144.972059425"
2018,71,105317,105317,275 King Street MELBOURNE 3000,Melbourne (CBD),Yabby House,275 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.954262121,-37.81381086,"-37.81381086, 144.954262121"
2018,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Delicious Asian Cuisines & Pho,"Shop 2, 551-555 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.955565264,-37.81329521,"-37.81329521, 144.955565264"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Donoghue's,"Shop , 550 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,38,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Donoghue's,"Shop , 550 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Back Pocket Little Lonsdale,"Shop 3, 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,15,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Jung Gun Restaurant,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Kenny's Bakery Cafe,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Seven Star Korea,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,68,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,73,105732,105732,452-456 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Piccolo Me,"Shop 1, 456 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.958613753,-37.81298089,"-37.81298089, 144.958613753"
2018,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Firm Espresso Bar,"Ground , 460 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,32,144.958352908,-37.8130525,"-37.8130525, 144.958352908"
2018,74,103201,103201,291-293 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Oriental Spoon,291-293 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.961709373,-37.81179183,"-37.81179183, 144.961709373"
2018,74,104661,104661,115-123 Hardware Street MELBOURNE 3000,Melbourne (CBD),Hardware Societe,123 Hardware Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.96039363,-37.81210735,"-37.81210735, 144.96039363"
2018,74,104664,104664,116-122 Hardware Street MELBOURNE 3000,Melbourne (CBD),Hardware Societe,118-120 Hardware Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.960703215,-37.81194755,"-37.81194755, 144.960703215"
2018,74,105739,105739,386-392 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Zambrero,"Unit 1, Ground 0, 388-0 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,22,144.960794943,-37.81236842,"-37.81236842, 144.960794943"
2018,74,105740,105740,382-384 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Melbourne Meets Shanghai,"Part Ground 0, 382-0 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.960960722,-37.81235069,"-37.81235069, 144.960960722"
2018,74,105742,105742,364-372 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mamak,"Ground , 366-368 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.961456114,-37.81220274,"-37.81220274, 144.961456114"
2018,74,105742,105742,364-372 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Zam Zam Restaurant,"Ground , 364 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,55,144.961456114,-37.81220274,"-37.81220274, 144.961456114"
2018,74,105743,105743,352-362 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tang Huo Kung Fu,277-0 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.961762556,-37.81212877,"-37.81212877, 144.961762556"
2018,74,105743,105743,352-362 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Noodle Villa,279-281 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,84,144.961762556,-37.81212877,"-37.81212877, 144.961762556"
2018,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gypsy & Pig,"Shop 3, 391 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.960341115,-37.81187439,"-37.81187439, 144.960341115"
2018,74,108103,108103,244-250 Queen Street MELBOURNE 3000,Melbourne (CBD),Aroma Studio,250A Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.959964043,-37.81269018,"-37.81269018, 144.959964043"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafenatics QV,35 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Chocolateria San Churro QV,251-255 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Chocolateria San Churro QV,251-255 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,60,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gloria Jeans,1-3 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Grill'd (QV),17-23 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Hanaichi,13-15 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Hanaichi,13-15 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Papparich,11 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Squisito Bar,24 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,77,103608,103608,275-285 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Trunk,275-285 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,200,144.968906595,-37.80938323,"-37.80938323, 144.968906595"
2018,77,103608,103608,275-285 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Trunk,275-285 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.968906595,-37.80938323,"-37.80938323, 144.968906595"
2018,77,105751,105751,166-170 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goody's Burger House,"Ground , 168-170 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.967369658,-37.8105674,"-37.8105674, 144.967369658"
2018,77,105752,110709,150 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The J Walk Cafe,"Part Ground , 150 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.967574044,-37.81012652,"-37.81012652, 144.967574044"
2018,78,110713,580090,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Speaker,"Part Ground , 2 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.971414565,-37.8090402,"-37.8090402, 144.971414565"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Urban Table Expresso,"Kiosk , 50 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,71,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Degani At Urban Workshop,"Shop 16, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,28,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Madame's Kitchen,"Shop 14, 50 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,21,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Madame's Kitchen,"Shop 14, 50 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,36,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 8, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,14,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,81,561680,105462,555 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe 555,"Shop 1, Ground , 555 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.952896215,-37.81327283,"-37.81327283, 144.952896215"
2018,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),All 4 U Cafe & Bar,536 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.95323418,-37.81359291,"-37.81359291, 144.95323418"
2018,82,105370,105370,324-326 King Street MELBOURNE 3000,Melbourne (CBD),Cafe Sonex,324-326 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.954274515,-37.81261513,"-37.81261513, 144.954274515"
2018,82,105458,105458,295-307 William Street MELBOURNE 3000,Melbourne (CBD),Xtraction,305 William Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.955885532,-37.81244731,"-37.81244731, 144.955885532"
2018,82,105459,105459,469-477 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frescatis Fine Foods,"Suite 2, Ground , 469 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.955299516,-37.81251859,"-37.81251859, 144.955299516"
2018,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gue on Brights Place,"Shop 2, Ground , 466-468 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.955572963,-37.81290439,"-37.81290439, 144.955572963"
2018,82,106033,106033,470-472 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Workers Food Room,472 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.955503875,-37.81299012,"-37.81299012, 144.955503875"
2018,82,110107,110107,269-275 William Street MELBOURNE 3000,Melbourne (CBD),Kaefei,"Ground , 271 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.956447373,-37.81270785,"-37.81270785, 144.956447373"
2018,84,104560,104560,33-35 Guildford Lane MELBOURNE 3000,Melbourne (CBD),Brick Lane Cafe,"Ground , 33 Guildford Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.959861156,-37.81146107,"-37.81146107, 144.959861156"
2018,84,105452,105452,315-321 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Ikkoryu Fukuoka Ramen on La Trobe,321 La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,27,144.95996126,-37.81097638,"-37.81097638, 144.95996126"
2018,84,650593,106044,2-20 Sutherland Street MELBOURNE 3000,Melbourne (CBD),Raw Trader,10 Sutherland Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,19,144.960948394,-37.81131629,"-37.81131629, 144.960948394"
2018,84,650594,106044,1-11 Sutherland Street MELBOURNE 3000,Melbourne (CBD),Wings of Glory,288 Sutherland Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,42,144.960948394,-37.81131629,"-37.81131629, 144.960948394"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Billy's Central,"Shop 220, Level 2, 300-265 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Don Don Japanese Restaurant,198 La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,95,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Food Inc.,"Shop 1, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Gloria Jeans,"Kiosk 1, Level 1, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Gloria Jeans Level 2,"Shop 245, Level 2, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,54,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Grill'd Healthy Burgers,"Shop 319, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Naughty Nuri's Warung and Grill,"Shop 317, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Nosh,"Shop 233, Level 2, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
