Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,location
2018,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Ishiya Stonegrill,152 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.967994747,-37.81132789,"-37.81132789, 144.967994747"
2018,67,108583,108583,196-208 Russell Street MELBOURNE 3000,Melbourne (CBD),Crystal Jade Restaurant,"Tenancy 6, 154 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,200,144.967863225,-37.81158809,"-37.81158809, 144.967863225"
2018,67,108583,108583,196-208 Russell Street MELBOURNE 3000,Melbourne (CBD),Shou Sumiyaki,"Tenancy 5, 158 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.967863225,-37.81158809,"-37.81158809, 144.967863225"
2018,67,110654,110654,235 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Subway,235 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.969484379,-37.81044353,"-37.81044353, 144.969484379"
2018,67,110654,110654,235 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Subway,235 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.969484379,-37.81044353,"-37.81044353, 144.969484379"
2018,68,105668,105668,19-21 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Lonsdale Coffee Delight,"Ground , 19-21 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.971531265,-37.80981882,"-37.80981882, 144.971531265"
2018,68,105672,105672,53-57 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bad Boys,Rear 57 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,12,144.970714921,-37.81005686,"-37.81005686, 144.970714921"
2018,68,105672,105672,53-57 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Healthy Nibbles Cafe,57 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.970714921,-37.81005686,"-37.81005686, 144.970714921"
2018,68,105672,105672,53-57 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bad Boys,Rear 57 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.970714921,-37.81005686,"-37.81005686, 144.970714921"
2018,68,105899,105899,50-52 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sharkfin Inn City,50-52 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,230,144.970974915,-37.81068514,"-37.81068514, 144.970974915"
2018,68,108989,108989,199-207 Spring Street MELBOURNE 3000,Melbourne (CBD),Hudson's Coffee,"Shop 3, 201 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.972059425,-37.81012699,"-37.81012699, 144.972059425"
2018,68,108989,108989,199-207 Spring Street MELBOURNE 3000,Melbourne (CBD),Hudson's Coffee,"Shop 3, 201 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,9,144.972059425,-37.81012699,"-37.81012699, 144.972059425"
2018,68,108990,108990,209-227 Spring Street MELBOURNE 3000,Melbourne (CBD),Supergrind Cafe,"Part Ground , 215 Spring Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.971835415,-37.80990475,"-37.80990475, 144.971835415"
2018,72,105375,105375,276-282 King Street MELBOURNE 3000,Melbourne (CBD),Biryani Palace,"Shop 4, 280 King Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.954822193,-37.81349786,"-37.81349786, 144.954822193"
2018,72,105375,105375,276-282 King Street MELBOURNE 3000,Melbourne (CBD),Lee's Chinese Gourmet,"Shop 5, 280 King Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.954822193,-37.81349786,"-37.81349786, 144.954822193"
2018,72,105376,105376,262-274 King Street MELBOURNE 3000,Melbourne (CBD),Gangnam Pocha,270 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,37,144.954929364,-37.81372352,"-37.81372352, 144.954929364"
2018,72,105376,105376,262-274 King Street MELBOURNE 3000,Melbourne (CBD),Gangnam Pocha,270 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,45,144.954929364,-37.81372352,"-37.81372352, 144.954929364"
2018,72,105724,105724,556-558 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Nick's Spaghetti Bar,556-558 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.955771613,-37.81386782,"-37.81386782, 144.955771613"
2018,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mapo Grill & Bar,"Shop 4, 551-555 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,64,144.955565264,-37.81329521,"-37.81329521, 144.955565264"
2018,72,110103,110103,247-257 William Street MELBOURNE 3000,Melbourne (CBD),William St Deli,"Part Ground , 255 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.956697877,-37.81317907,"-37.81317907, 144.956697877"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Suda,"Shop , 10C Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,43,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Suda,"Shop , 10C Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop , 550 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Jang Gun Restuarant,"Shop , 10B Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Nice Guy,"Shop , 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Back Pocket Little Lonsdale,"Shop 3, 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),City Grill Room,"Shop 5, 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,102,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Guk Bab,"Shop 1, 535 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,55,144.956016943,-37.8134766,"-37.8134766, 144.956016943"
2018,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Firm Espresso Bar,"Ground , 460 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.958352908,-37.8130525,"-37.8130525, 144.958352908"
2018,74,103204,103204,301 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),G2 Korean BBQ,301 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,74,144.961626722,-37.8116112,"-37.8116112, 144.961626722"
2018,74,103205,103205,303-305 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Easy Pot,303-305 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,94,144.961598816,-37.81155119,"-37.81155119, 144.961598816"
2018,74,104661,104661,115-123 Hardware Street MELBOURNE 3000,Melbourne (CBD),White Mojo,115 Hardware Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.96039363,-37.81210735,"-37.81210735, 144.96039363"
2018,74,105737,105737,402-408 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mook Ji Bar,404-406 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.960325433,-37.81244232,"-37.81244232, 144.960325433"
2018,74,105738,105738,394-400 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Hash Specialty Coffee And Roasters,113 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.960530614,-37.81240787,"-37.81240787, 144.960530614"
2018,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gypsy & Pig,"Shop 3, 391 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.960341115,-37.81187439,"-37.81187439, 144.960341115"
2018,74,108097,108097,254-258 Queen Street MELBOURNE 3000,Melbourne (CBD),Red Cliff Chinese Restaurant,"Unit 1, 256 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.959946696,-37.81247757,"-37.81247757, 144.959946696"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Earl Canteen,69 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,62,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Hakata Gensuke QV,200 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Little Sichuan,27-33 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,38,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Max Brenner Chocolates,25-27 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,56,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Meat Fish Wine,31 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Plantation Speciality Coffee Roasters,31-33 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,25,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Red Spice QV,Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Schnitz QV,Part 1-7 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,134,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Schnitz QV,Part 1-7 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,46,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shophouse Kitcken,29-31 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,75,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,23-25 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,61,144.965703405,-37.810658,"-37.810658, 144.965703405"
2018,77,108570,108570,276-284 Russell Street MELBOURNE 3000,Melbourne (CBD),Fukutontei,"Part Ground , 276 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,48,144.967069539,-37.80992238,"-37.80992238, 144.967069539"
2018,77,108575,108575,264-266 Russell Street MELBOURNE 3000,Melbourne (CBD),Dumplings on Russell,264-266 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.967198853,-37.81020096,"-37.81020096, 144.967198853"
2018,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Bros Sushi,"Shop 2, 242 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,50,144.969975633,-37.80941489,"-37.80941489, 144.969975633"
2018,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Barista Cafe,"Shop 11, 242 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.969975633,-37.80941489,"-37.80941489, 144.969975633"
2018,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Bros Sushi,"Shop 2, 242 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.969975633,-37.80941489,"-37.80941489, 144.969975633"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,"Shop 7, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Degani At Urban Workshop,"Shop 16, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goz City,"Shop 6, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,19,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bluebag,"Shop 11, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,13,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 8, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Roll'd Lonsdale Street,"Shop 9, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,"Shop 7, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,23,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Roll'd Lonsdale Street,"Shop 9, 36 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,13,144.970732474,-37.8091842,"-37.8091842, 144.970732474"
2018,81,561698,105462,550 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Angliss Restaurant,"Building , 550 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.952896215,-37.81327283,"-37.81327283, 144.952896215"
2018,82,105369,105369,328-330 King Street MELBOURNE 3000,Melbourne (CBD),Russells Old Corner Shop Luncheon Room,328-330 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.954246616,-37.8125542,"-37.8125542, 144.954246616"
2018,82,105458,105458,295-307 William Street MELBOURNE 3000,Melbourne (CBD),Xtraction,305 William Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,80,144.955885532,-37.81244731,"-37.81244731, 144.955885532"
2018,82,105459,105459,469-477 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frescatis Fine Foods,"Suite 2, Ground , 469 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,144.955299516,-37.81251859,"-37.81251859, 144.955299516"
2018,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Silhouette's Cafe & Restaurant,"Shop 1, Ground , 466-468 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.955572963,-37.81290439,"-37.81290439, 144.955572963"
2018,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gue on Brights Place,"Shop 2, Ground , 466-468 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.955572963,-37.81290439,"-37.81290439, 144.955572963"
2018,82,106032,106032,474 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Zhan Beers,"Ground , 474 Little Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.955412624,-37.81301654,"-37.81301654, 144.955412624"
2018,82,110107,110107,269-275 William Street MELBOURNE 3000,Melbourne (CBD),Kaefei,"Ground , 271 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.956447373,-37.81270785,"-37.81270785, 144.956447373"
2018,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Melbourne Mahn Doo,"Ground , 299 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.958660132,-37.81145082,"-37.81145082, 144.958660132"
2018,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Quanjude Restaurant,"Gnd & Bmt , 299 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,130,144.958660132,-37.81145082,"-37.81145082, 144.958660132"
2018,84,103214,103214,349 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Isshin Ramen Bar,"Ground , 349 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.961208129,-37.81067436,"-37.81067436, 144.961208129"
2018,84,108093,108093,330-344 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Corner Lane Cafe,288 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.959674818,-37.81181165,"-37.81181165, 144.959674818"
2018,84,108093,108093,330-344 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Corner Lane Cafe,288 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.959674818,-37.81181165,"-37.81181165, 144.959674818"
2018,84,108093,108093,330-344 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Don Too,330-344 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.959674818,-37.81181165,"-37.81181165, 144.959674818"
2018,84,516122,516122,30 Guildford Lane MELBOURNE 3000,Melbourne (CBD),Cat Cafe Melbourne,30 Guildford Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.959868106,-37.81123352,"-37.81123352, 144.959868106"
2018,85,103311,103311,316-360 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fourteen on 10,"Part Level 10, 360 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.962061306,-37.81084464,"-37.81084464, 144.962061306"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Asian Beer Cafe,"Shop 311, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,560,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Asian Beer Cafe,"Shop 311, Level 3, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,127,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Chilli India,"Shop 7, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Chilli India,"Shop 7, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,50,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Elles Naturally,"Kiosk 13, Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frozen by a Thousand Blessings,"Shop 209, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frozen by a Thousand Blessings,"Shop 209, 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,21,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
